timestamp,T1,T2,T3,T4,T5,T6,T7,T8
2024-09-10 07:52:25,24.7,23.7,24.2,23.8,23.4,23.8,27.7,27.7
2024-09-10 07:52:26,24.6,23.7,24.2,23.7,23.5,23.8,27.7,27.7
2024-09-10 07:52:27,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:28,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:29,24.7,23.8,24.2,23.7,23.5,23.8,27.7,27.7
2024-09-10 07:52:30,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:31,24.6,23.7,24.2,23.7,23.5,23.8,27.7,27.7
2024-09-10 07:52:32,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:33,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:34,24.6,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:35,24.6,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:36,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:37,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.8
2024-09-10 07:52:38,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:39,24.6,23.7,24.2,23.7,23.4,23.8,27.7,27.8
2024-09-10 07:52:40,24.7,23.7,24.2,23.7,23.5,23.9,27.7,27.8
2024-09-10 07:52:41,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.8
2024-09-10 07:52:42,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.8
2024-09-10 07:52:43,24.6,23.7,24.2,23.7,23.5,23.8,27.7,27.8
2024-09-10 07:52:44,24.7,23.7,24.2,23.7,23.5,23.8,27.7,27.8
2024-09-10 07:52:45,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.8
2024-09-10 07:52:46,24.6,23.7,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:52:47,24.7,23.7,24.2,23.7,23.5,23.8,27.8,27.8
2024-09-10 07:52:48,24.7,23.7,24.2,23.7,23.5,23.8,27.8,27.8
2024-09-10 07:52:49,24.7,23.7,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:52:50,24.7,23.7,24.2,23.7,23.5,23.8,27.8,27.8
2024-09-10 07:52:51,24.7,23.7,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:52:52,24.7,23.8,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:52:53,24.6,23.8,24.2,23.7,23.5,23.8,27.8,27.8
2024-09-10 07:52:54,24.7,23.7,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:52:55,24.7,23.8,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:52:56,24.7,23.7,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:52:57,24.7,23.8,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:52:58,24.7,23.7,24.2,23.8,23.4,23.8,27.8,27.8
2024-09-10 07:52:59,24.7,23.8,24.2,23.7,23.5,23.8,27.8,27.8
2024-09-10 07:53:00,24.7,23.8,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:53:01,24.7,23.8,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:53:02,24.7,23.7,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:53:03,24.7,23.8,24.2,23.7,23.4,23.8,27.8,27.9
2024-09-10 07:53:04,24.7,23.7,24.2,23.7,23.4,23.8,27.8,27.8
2024-09-10 07:53:05,24.7,23.8,24.2,23.7,23.5,23.9,27.8,27.9
2024-09-10 07:53:06,24.7,23.8,24.2,23.7,23.4,23.8,27.8,27.9
2024-09-10 07:53:07,24.7,23.8,24.2,23.7,23.5,23.9,27.9,27.9
2024-09-10 07:53:08,24.7,23.7,24.2,23.7,23.5,23.8,27.8,27.9
2024-09-10 07:53:09,24.7,23.7,24.2,23.7,23.5,23.9,27.9,27.9
2024-09-10 07:53:10,24.7,23.7,24.2,23.7,23.4,23.8,27.9,27.9
2024-09-10 07:53:11,24.7,23.8,24.2,23.7,23.5,23.9,27.9,27.9
2024-09-10 07:53:12,24.7,23.7,24.2,23.8,23.4,23.9,27.9,27.9
2024-09-10 07:53:13,24.7,23.8,24.2,23.8,23.5,23.9,27.9,27.9
2024-09-10 07:53:14,24.7,23.7,24.2,23.8,23.5,23.9,27.9,27.9
2024-09-10 07:53:15,24.7,23.8,24.2,23.7,23.4,23.9,27.9,27.9
2024-09-10 07:53:16,24.7,23.8,24.2,23.7,23.4,23.8,27.9,27.9
2024-09-10 07:53:17,24.7,23.8,24.2,23.7,23.5,23.8,27.9,27.9
2024-09-10 07:53:18,24.7,23.8,24.2,23.7,23.5,23.9,27.9,27.9
2024-09-10 07:53:19,24.7,23.8,24.2,23.7,23.5,23.9,27.9,27.9
2024-09-10 07:53:20,24.7,23.7,24.2,23.7,23.5,23.9,27.9,27.9
